2018-10-08,APT1F1802BIT,THU 11-10-2018,12:40 - 13:40,NEW CAMPUS,D-07-05,CE51200-4-PWWW-L,WONG CHUNG WEI
2018-10-08,APT1F1802BIT,FRI 12-10-2018,10:35 - 12:35,NEW CAMPUS,Tech Lab 6-15,CE51200-4-PWWW-LAB,WONG CHUNG WEI
2018-10-08,APT1F1802BIT,FRI 12-10-2018,14:30 - 17:30,NEW CAMPUS,B-08-09,MPU3123-TITAS(LS),SURESH A/L S.SAMINATHAN
2018-10-08,APT1F1802BIT,FRI 12-10-2018,14:30 - 17:30,NEW CAMPUS,B-06-05,MPU3143-BMK2(FS),WILLIAM A/L ANTHONYSAMY
2018-10-08,APT1F1802CYB,MON 08-10-2018,16:00 - 17:30,NEW CAMPUS,Tech Lab 6-09,CE00853-4-SDA-LAB,LAI CHEW PING
2018-10-08,APT1F1802CYB,WED 10-10-2018,12:40 - 13:40,NEW CAMPUS,B-08-04,CE61014-4-MSC-L,SAW LOOI BENG
2018-10-08,APT1F1802CYB,WED 10-10-2018,13:45 - 15:45,NEW CAMPUS,Tech Lab 6-03,CE00894-4-ADSC-LAB,DR. GEETHA A/P KANAPARAN
2018-10-08,APT1F1802CYB,THU 11-10-2018,08:30 - 09:30,NEW CAMPUS,B-05-03,CE00894-4-ADSC-L,DR. GEETHA A/P KANAPARAN
2018-10-08,APT1F1802CYB,THU 11-10-2018,10:35 - 12:35,NEW CAMPUS,B-06-10,CE61014-4-MSC-T,SAW LOOI BENG
2018-10-08,APT1F1802CYB,THU 11-10-2018,12:40 - 13:40,NEW CAMPUS,Tech Lab 6-03,CE00398-4-SET-LAB,DR. THOMAS PATRICK O'DANIEL
2018-10-08,APT1F1802CYB,FRI 12-10-2018,08:30 - 10:30,NEW CAMPUS,B-05-10,CE00398-4-SET-L,DR. THOMAS PATRICK O'DANIEL
2018-10-08,APT1F1802CYB,FRI 12-10-2018,11:00 - 12:30,NEW CAMPUS,B-05-04,CE00853-4-SDA-L,LAI CHEW PING
2018-10-08,APT1F1802CYB,FRI 12-10-2018,14:30 - 17:30,NEW CAMPUS,B-06-05,MPU3143-BMK2(FS),WILLIAM A/L ANTHONYSAMY
2018-10-08,APT1F1802CYB,FRI 12-10-2018,14:30 - 17:30,NEW CAMPUS,B-08-09,MPU3123-TITAS(LS),SURESH A/L S.SAMINATHAN
2018-10-08,APT1F1802FRC,MON 08-10-2018,16:00 - 17:30,NEW CAMPUS,Tech Lab 6-09,CE00853-4-SDA-LAB,LAI CHEW PING
2018-10-08,APT1F1802FRC,WED 10-10-2018,12:40 - 13:40,NEW CAMPUS,B-08-04,CE61014-4-MSC-L,SAW LOOI BENG
2018-10-08,APT1F1802FRC,WED 10-10-2018,13:45 - 15:45,NEW CAMPUS,Tech Lab 6-03,CE00894-4-ADSC-LAB,DR. GEETHA A/P KANAPARAN
2018-10-08,APT1F1802FRC,THU 11-10-2018,08:30 - 09:30,NEW CAMPUS,B-05-03,CE00894-4-ADSC-L,DR. GEETHA A/P KANAPARAN
2018-10-08,APT1F1802FRC,THU 11-10-2018,10:35 - 12:35,NEW CAMPUS,B-06-10,CE61014-4-MSC-T,SAW LOOI BENG
2018-10-08,APT1F1802FRC,THU 11-10-2018,12:40 - 13:40,NEW CAMPUS,Tech Lab 6-03,CE00398-4-SET-LAB,DR. THOMAS PATRICK O'DANIEL
2018-10-08,APT1F1802FRC,FRI 12-10-2018,08:30 - 10:30,NEW CAMPUS,B-05-10,CE00398-4-SET-L,DR. THOMAS PATRICK O'DANIEL
2018-10-08,APT1F1802FRC,FRI 12-10-2018,11:00 - 12:30,NEW CAMPUS,B-05-04,CE00853-4-SDA-L,LAI CHEW PING
2018-10-08,APT1F1802FRC,FRI 12-10-2018,14:30 - 17:30,NEW CAMPUS,B-08-09,MPU3123-TITAS(LS),SURESH A/L S.SAMINATHAN
2018-10-08,APT1F1802FRC,FRI 12-10-2018,14:30 - 17:30,NEW CAMPUS,B-06-05,MPU3143-BMK2(FS),WILLIAM A/L ANTHONYSAMY
2018-10-08,APT1F1802IR,MON 08-10-2018,13:45 - 15:45,NEW CAMPUS,B-06-07,AM25033-4-PLE-L,GURPREET SINGH
2018-10-08,APT1F1802IR,WED 10-10-2018,13:45 - 15:45,NEW CAMPUS,B-07-08,AM25241-4-IWP-L,FARAH HANIM BINTI MOHMMED ISMAIL 
2018-10-08,APT1F1802IR,WED 10-10-2018,15:55 - 16:55,NEW CAMPUS,B-05-09,AM25033-4-PLE-T,GURPREET SINGH
2018-10-08,APT1F1802IR,THU 11-10-2018,10:35 - 12:35,NEW CAMPUS,B-06-09,AM25240-4-WPC-L,ARVIN BIN TAJARI
2018-10-08,APT1F1802IR,THU 11-10-2018,12:40 - 13:40,NEW CAMPUS,B-06-09,AM25118-4-LGP-T,MOHAMED ELIYAS HASHIM
2018-10-08,APT1F1802IR,THU 11-10-2018,14:50 - 15:50,NEW CAMPUS,D-06-11,AM25240-4-WPC-T,ARVIN BIN TAJARI
2018-10-08,APT1F1802IR,FRI 12-10-2018,08:30 - 09:30,NEW CAMPUS,B-06-04,AM25241-4-IWP-T,FARAH HANIM BINTI MOHMMED ISMAIL 
2018-10-08,APT1F1802IR,FRI 12-10-2018,10:35 - 12:35,NEW CAMPUS,B-06-08,AM25118-4-LGP-L,MOHAMED ELIYAS HASHIM
2018-10-08,APT1F1802IR,FRI 12-10-2018,14:30 - 17:30,NEW CAMPUS,B-06-05,MPU3143-BMK2(FS),WILLIAM A/L ANTHONYSAMY
2018-10-08,APT1F1802IR,FRI 12-10-2018,14:30 - 17:30,NEW CAMPUS,B-08-09,MPU3123-TITAS(LS),SURESH A/L S.SAMINATHAN
2018-10-08,APT1F1805ABM,MON 08-10-2018,10:35 - 12:35,TPM,Lab L3-09 Studio 2,AM50016-4B-CBCII-L-T,HARSHA RAO
2018-10-08,APT1F1805ABM,MON 08-10-2018,13:45 - 15:45,TPM,L3  -  4,AM50210-4B-CINII-L-T,GOH YONG LIN, MINDY
2018-10-08,APT1F1805ABM,TUE 09-10-2018,09:00 - 11:30,TPM,L3  -  3,AM50016-4B-CBCII-P,HARSHA RAO
2018-10-08,APT1F1805ABM,WED 10-10-2018,09:00 - 11:30,TPM,Lab L3-01 Studio 1,AM50210-4B-CINII-P,GOH YONG LIN, MINDY
2018-10-08,APT1F1805ABM,WED 10-10-2018,14:50 - 15:50,TPM,Lab L3-09 Studio 2,AM50037-4-INMAS-L,RAHILAH BINTI AHMAD
2018-10-08,APT1F1805ABM,WED 10-10-2018,16:00 - 17:00,TPM,Lab L3-09 Studio 2,AM50380-4-MKTF-L,DR UCHECHI CYNTHIA OHAJIONU
